Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Customer_Value_Proxy_MYR,Churn_Probability,Customer_Segment,Priority_Score,Recommended_Action
Male,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,No,413.0,0.030100334448160536,Low Value + Low Risk,12.431438127090301,No immediate action
Male,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,No,376.2,0.030100334448160536,Low Value + Low Risk,11.323745819397994,No immediate action
Male,No,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,No,2301.2,0.5088495575221239,High Value + High Risk,1170.9646017699115,Prioritize retention offer
Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,No,2801.75,0.32798165137614677,High Value + Low Risk,918.9225917431193,Maintain relationship
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,45.15,0.5437262357414449,Low Value + High Risk,24.549239543726234,Use low-cost retention action
Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,No,2852.8500000000004,0.32798165137614677,High Value + Low Risk,935.6824541284404,Maintain relationship
Female,Yes,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,No,5351.4,0.5088495575221239,High Value + High Risk,2723.0575221238937,Prioritize retention offer
Male,No,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,No,5899.599999999999,0.32798165137614677,High Value + Low Risk,1934.9605504587153,Maintain relationship
Male,No,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,No,821.6999999999999,0.030100334448160536,Low Value + Low Risk,24.73344481605351,No immediate action
Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,No,1279.2,0.22580645161290322,Low Value + Low Risk,288.8516129032258,No immediate action
Female,No,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,No,3702.6000000000004,0.10276679841897234,High Value + Low Risk,380.504347826087,Maintain relationship
Female,Yes,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,No,1330.3000000000002,0.020599250936329586,Low Value + Low Risk,27.403183520599253,No immediate action
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,No,6098.400000000001,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,682.65,0.5684931506849316,Low Value + High Risk,388.0818493150685,Use low-cost retention action
Female,No,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,1464.0,0.10276679841897234,High Value + Low Risk,150.4505928853755,Maintain relationship
Female,No,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,No,633.6,0.04878048780487805,Low Value + Low Risk,30.907317073170734,No immediate action
Female,Yes,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,No,4193.75,0.10276679841897234,High Value + Low Risk,430.97826086956525,Maintain relationship
Male,Yes,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No,821.6999999999999,0.030100334448160536,Low Value + Low Risk,24.73344481605351,No immediate action
Male,No,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,2389.2,0.020599250936329586,High Value + Low Risk,49.21573033707865,Maintain relationship
Female,No,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,1989.0,0.10276679841897234,High Value + Low Risk,204.40316205533597,Maintain relationship
Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,1483.8999999999999,0.020599250936329586,High Value + Low Risk,30.567228464419472,Maintain relationship
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,75.35,0.8977272727272727,Low Value + High Risk,67.64375,Use low-cost retention action
Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No,2402.35,0.5088495575221239,High Value + High Risk,1222.4347345132744,Prioritize retention offer
Female,No,No,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,No,1087.9,0.2679738562091503,Low Value + Low Risk,291.52875816993463,No immediate action
Female,No,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,No,953.05,0.030100334448160536,Low Value + Low Risk,28.6871237458194,No immediate action
Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,No,3870.3,0.007067137809187279,High Value + Low Risk,27.351943462897527,Maintain relationship
Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No,138.95000000000002,0.0711743772241993,Low Value + Low Risk,9.889679715302494,No immediate action
Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,6716.75,0.007067137809187279,High Value + Low Risk,47.46819787985866,Maintain relationship
Male,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No,1435.5,0.7546583850931677,High Value + High Risk,1083.3121118012423,Prioritize retention offer
Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,6241.05,0.22826086956521738,High Value + Low Risk,1424.5874999999999,Maintain relationship
Male,No,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No,3694.1000000000004,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No,415.8,0.030100334448160536,Low Value + Low Risk,12.51571906354515,No immediate action
Female,No,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,2854.0,0.10276679841897234,High Value + Low Risk,293.29644268774706,Maintain relationship
Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,456.5,0.030100334448160536,Low Value + Low Risk,13.740802675585284,No immediate action
Male,No,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,1583.4,0.04878048780487805,High Value + Low Risk,77.23902439024391,Maintain relationship
Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No,40.7,0.06666666666666667,Low Value + Low Risk,2.7133333333333334,No immediate action
Female,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No,1125.75,0.0,Low Value + Low Risk,0.0,No immediate action
Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No,435.2,0.38513513513513514,Low Value + Low Risk,167.61081081081082,No immediate action
Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No,143.15,0.0711743772241993,Low Value + Low Risk,10.18861209964413,No immediate action
Male,No,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,No,3241.3500000000004,0.020599250936329586,High Value + Low Risk,66.76938202247192,Maintain relationship
Female,No,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,No,5840.25,0.22826086956521738,High Value + Low Risk,1333.1005434782608,Maintain relationship
Female,No,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,2477.75,0.030100334448160536,High Value + Low Risk,74.58110367892976,Maintain relationship
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No,6166.349999999999,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No,3386.25,0.32798165137614677,High Value + Low Risk,1110.627866972477,Maintain relationship
Male,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,1813.0500000000002,0.32798165137614677,High Value + Low Risk,594.647133027523,Maintain relationship
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,7930.8,0.06716417910447761,High Value + Low Risk,532.665671641791,Maintain relationship
Female,No,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,2319.7999999999997,0.07692307692307693,High Value + Low Risk,178.44615384615383,Maintain relationship
Female,No,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,361.8,0.020599250936329586,Low Value + Low Risk,7.452808988764045,No immediate action
Female,No,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,3091.4,0.10276679841897234,High Value + Low Risk,317.6932806324111,Maintain relationship
Female,No,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,2754.2000000000003,0.10276679841897234,High Value + Low Risk,283.04031620553366,Maintain relationship
Female,No,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,1143.1000000000001,0.10276679841897234,Low Value + Low Risk,117.4727272727273,No immediate action
Male,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,4346.099999999999,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,588.0,0.5684931506849316,Low Value + High Risk,334.2739726027398,Use low-cost retention action
Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,8069.150000000001,0.007067137809187279,High Value + Low Risk,57.025795053003534,Maintain relationship
Female,Yes,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,4170.0,0.5088495575221239,High Value + High Risk,2121.902654867257,Prioritize retention offer
Male,No,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,3019.9,0.020599250936329586,High Value + Low Risk,62.20767790262172,Maintain relationship
Female,No,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,4049.1,0.020599250936329586,High Value + Low Risk,83.40842696629213,Maintain relationship
Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No,3607.8,0.32798165137614677,High Value + Low Risk,1183.2922018348625,Maintain relationship
Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,378.25,0.5684931506849316,Low Value + High Risk,215.03253424657535,Use low-cost retention action
Male,No,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,2056.1000000000004,0.10276679841897234,High Value + Low Risk,211.29881422924905,Maintain relationship
Female,No,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,1345.95,0.10276679841897234,Low Value + Low Risk,138.31897233201582,No immediate action
Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No,502.50000000000006,0.0,Low Value + Low Risk,0.0,No immediate action
Male,No,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,5873.849999999999,0.5088495575221239,High Value + High Risk,2988.905973451327,Prioritize retention offer
Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,4685.900000000001,0.5088495575221239,High Value + High Risk,2384.4181415929206,Prioritize retention offer
Female,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,1064.7,0.5684931506849316,Low Value + High Risk,605.2746575342467,Use low-cost retention action
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,4700.2,0.10276679841897234,High Value + Low Risk,483.0245059288537,Maintain relationship
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,19.75,0.35,Low Value + Low Risk,6.9125,No immediate action
Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,145.2,0.5684931506849316,Low Value + High Risk,82.54520547945205,Use low-cost retention action
Male,Yes,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,6407.5,0.5088495575221239,High Value + High Risk,3260.453539823009,Prioritize retention offer
Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,7582.8,0.06716417910447761,High Value + Low Risk,509.29253731343283,Maintain relationship
Male,No,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,1247.5,0.0,Low Value + Low Risk,0.0,No immediate action
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,89.25,0.8977272727272727,Low Value + High Risk,80.1221590909091,Use low-cost retention action
Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,96.25,0.0711743772241993,Low Value + Low Risk,6.850533807829182,No immediate action
Female,No,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,6900.3,0.22826086956521738,High Value + Low Risk,1575.0684782608696,Maintain relationship
Female,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,4272.8,0.10276679841897234,High Value + Low Risk,439.101976284585,Maintain relationship
Female,Yes,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,92.25,0.5437262357414449,Low Value + High Risk,50.15874524714829,Use low-cost retention action
Male,No,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,1696.2,0.030100334448160536,High Value + Low Risk,51.0561872909699,Maintain relationship
Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,948.2,0.3333333333333333,Low Value + Low Risk,316.06666666666666,No immediate action
Male,No,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,842.8000000000001,0.04878048780487805,Low Value + Low Risk,41.112195121951224,No immediate action
Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,6457.75,0.22826086956521738,High Value + Low Risk,1474.0516304347825,Maintain relationship
Female,No,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,1190.3999999999999,0.020599250936329586,Low Value + Low Risk,24.521348314606737,No immediate action
Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,40.2,0.06666666666666667,Low Value + Low Risk,2.68,No immediate action
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,40.7,0.06666666666666667,Low Value + Low Risk,2.7133333333333334,No immediate action
Female,No,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,1410.75,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,Yes,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,3876.5499999999997,0.5088495575221239,High Value + High Risk,1972.5807522123894,Prioritize retention offer
Female,No,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,2832.0,0.32798165137614677,High Value + Low Risk,928.8440366972476,Maintain relationship
Male,No,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No,953.7,0.10276679841897234,Low Value + Low Risk,98.00869565217393,No immediate action
Female,No,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No,1092.0,0.19444444444444445,Low Value + Low Risk,212.33333333333334,No immediate action
Male,No,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No,1782.0,0.020599250936329586,High Value + Low Risk,36.70786516853932,Maintain relationship
Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,686.25,0.5684931506849316,Low Value + High Risk,390.1284246575343,Use low-cost retention action
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,74.35,0.8977272727272727,Low Value + High Risk,66.74602272727272,Use low-cost retention action
Male,No,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,No,1245.45,0.10276679841897234,Low Value + Low Risk,127.9909090909091,No immediate action
Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,155.6,0.0711743772241993,Low Value + Low Risk,11.07473309608541,No immediate action
Male,No,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No,664.0500000000001,0.2679738562091503,Low Value + Low Risk,177.9480392156863,No immediate action
Female,No,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,375.55,0.38513513513513514,Low Value + Low Risk,144.63750000000002,No immediate action
Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,No,6344.0,0.22826086956521738,High Value + Low Risk,1448.086956521739,Maintain relationship
Female,No,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,No,4009.95,0.020599250936329586,High Value + Low Risk,82.60196629213482,Maintain relationship
Male,No,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,No,972.7499999999999,0.19444444444444445,Low Value + Low Risk,189.14583333333331,No immediate action
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,19.65,0.35,Low Value + Low Risk,6.8774999999999995,No immediate action
Female,No,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,No,550.8,0.19444444444444445,Low Value + Low Risk,107.1,No immediate action
Male,No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,No,1080.0,0.020599250936329586,Low Value + Low Risk,22.24719101123595,No immediate action
Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,No,179.2,0.38513513513513514,Low Value + Low Risk,69.01621621621621,No immediate action
Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,No,407.0,0.030100334448160536,Low Value + Low Risk,12.250836120401338,No immediate action
Female,No,No,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147.0,No,1190.8,0.04878048780487805,Low Value + Low Risk,58.08780487804878,No immediate action
Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,No,5774.35,0.32798165137614677,High Value + Low Risk,1893.8808486238531,Maintain relationship
Female,No,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,No,4375.799999999999,0.020599250936329586,High Value + Low Risk,90.13820224719099,Maintain relationship
Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No,6537.599999999999,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,No,299.4,0.0711743772241993,Low Value + Low Risk,21.309608540925268,No immediate action
Female,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,No,5759.6,0.22826086956521738,High Value + Low Risk,1314.6913043478262,Maintain relationship
Female,No,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,No,3540.0,0.10276679841897234,High Value + Low Risk,363.79446640316206,Maintain relationship
Female,Yes,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,No,4280.400000000001,0.5088495575221239,High Value + High Risk,2178.0796460176994,Prioritize retention offer
Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,No,3045.0,0.5088495575221239,High Value + High Risk,1549.4469026548672,Prioritize retention offer
Male,No,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,No,54.3,0.5437262357414449,Low Value + High Risk,29.524334600760454,Use low-cost retention action
Male,Yes,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,No,3014.55,0.007067137809187279,High Value + Low Risk,21.304240282685512,Maintain relationship
Female,No,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No,2095.2999999999997,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,No,1197.0,0.0,Low Value + Low Risk,0.0,No immediate action
Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,No,1904.3999999999999,0.020599250936329586,High Value + Low Risk,39.22921348314606,Maintain relationship
Male,No,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,No,5407.2,0.020599250936329586,High Value + Low Risk,111.38426966292134,Maintain relationship
Female,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,No,7134.599999999999,0.22826086956521738,High Value + Low Risk,1628.5499999999997,Maintain relationship
Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,No,7930.8,0.06716417910447761,High Value + Low Risk,532.665671641791,Maintain relationship
Female,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,No,5686.5,0.5088495575221239,High Value + High Risk,2893.5730088495575,Prioritize retention offer
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,No,7455.0,0.007067137809187279,High Value + Low Risk,52.685512367491164,Maintain relationship
Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,No,179.1,0.0711743772241993,Low Value + Low Risk,12.747330960854093,No immediate action
